"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","scientificName","kingdom","phylum","order","family","genus","genericName","specificEpithet","taxonRank","dateIdentified","coordinateUncertaintyInMeters","year","month","day","eventDate","modified","lastInterpreted","references","license","geodeticDatum","class","countryCode","country","rightsHolder","identifier","informationWithheld","verbatimEventDate","datasetName","verbatimLocality","gbifID","collectionCode","occurrenceID","taxonID","catalogNumber","recordedBy","http://unknown.org/occurrenceDetails","institutionCode","rights","eventTime","occurrenceRemarks","http://unknown.org/http_//rs.gbif.org/terms/1.0/Multimedia","identificationID","recordNumber","occurrenceStatus","identificationRemarks","infraspecificEpithet","locality","individualCount","elevation","stateProvince","http://unknown.org/combinationAuthors","http://unknown.org/verbatimScientificName","verbatimLabel","canonicalName","http://unknown.org/combinationYear","typeStatus","municipality","elevationAccuracy","depth","depthAccuracy","waterBody","type","ownerInstitutionCode","samplingProtocol","datasetID","nameAccordingTo","identifiedBy","georeferenceSources","created","associatedSequences","higherClassification","establishmentMeans","continent","higherGeography","institutionID","nomenclaturalCode","georeferenceVerificationStatus","language","vernacularName","http://unknown.org/http_//rs.tdwg.org/dwc/terms/ResourceRelationship","accessRights","behavior"
"372","Ophisops jerdonii","1880462434","18.205927","74.250907","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:18:12.521+0000","2018-07-11T19:50:28.434+0000","123","HUMAN_OBSERVATION","2469729","1","44","358","715","5201","2469698","Ophisops jerdonii Blyth, 1853","Animalia","Chordata","Squamata","Lacertidae","Ophisops","Ophisops","jerdonii","SPECIES","2018-05-08T11:00:22.000+0000","30666","2015","6","19","2015-06-19T16:29:00.000+0000","2018-07-04T04:17:35.000+0000","2018-07-11T19:50:59.030+0000","https://www.inaturalist.org/observations/12261690","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Shaunak Modi","12261690","Coordinate uncertainty increased to 30666m at the request of the observer","2015/06/19 4:29 PM +0530","iNaturalist research-grade observations","Pune, IN-MH, IN","1880462434","Observations","https://www.inaturalist.org/observations/12261690","35756","12261690","Shaunak Modi","https://www.inaturalist.org/observations/12261690","iNaturalist","<U+00A9> Shaunak Modi some rights reserved","10:59:00Z",NA,"[ {
  ""http://purl.org/dc/terms/creator"" : ""Shaunak Modi"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/17631516"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-19T10:59:00Z"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/17631516/original.jpg?1525777217"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""17631516"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Shaunak Modi"",
  ""http://purl.org/dc/terms/type"" : ""StillImage""
} ]","26806631",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Psammophilus dorsalis","1847441371","10.306797","77.206024","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:18:03.340+0000","2018-05-31T15:21:20.813+0000","123","HUMAN_OBSERVATION","5226018","1","44","358","715","9199","2466062","Psammophilus dorsalis (Gray, 1831)","Animalia","Chordata","Squamata","Agamidae","Psammophilus","Psammophilus","dorsalis","SPECIES","2018-05-05T02:48:34.000+0000","1028","2015","6","4","2015-06-04T16:18:00.000+0000","2018-05-05T10:07:16.000+0000","2018-07-06T17:06:16.538+0000","https://www.inaturalist.org/observations/12149095","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Ryan Rash","12149095",NA,"2015/06/04 4:18 PM CDT","iNaturalist research-grade observations","Chinnar Wildlife Sanctuary","1847441371","Observations","https://www.inaturalist.org/observations/12149095","31408","12149095","Ryan Rash","https://www.inaturalist.org/observations/12149095","iNaturalist","<U+00A9> Ryan Rash some rights reserved","21:18:00Z",NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/17432126/original.jpg?1525482118"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""17432126"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-04T16:18:54-07:00"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/creator"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/17432126""
}, {
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/17432127/original.jpg?1525482118"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""17432127"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-04T16:19:14-07:00"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/creator"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/17432127""
} ]","26580069",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Calotes versicolor","1211970771","22.307159","73.181219","gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:23:55.121+0000","2018-01-11T08:25:56.138+0000","123","HUMAN_OBSERVATION","9125207","1","44","358","715","9199","2466496","Calotes versicolor (Daudin, 1802)","Animalia","Chordata","Squamata","Agamidae","Calotes","Calotes","versicolor","SPECIES","2015-06-22T13:27:20.000+0000","15874","2015","6","21","2015-06-21T00:00:00.000+0000","2015-11-07T05:22:07.000+0000","2018-07-07T21:10:35.419+0000","https://www.inaturalist.org/observations/1665593","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Ankur Kundu","1665593",NA,"2015-06-21","iNaturalist research-grade observations","vadodara","1211970771","Observations","http://www.inaturalist.org/observations/1665593","31281","1665593","Ankur Kundu","http://www.inaturalist.org/observations/1665593","iNaturalist","<U+00A9> Ankur Kundu some rights reserved",NA,"Oriental garden lizard","[ {
  ""http://purl.org/dc/terms/creator"" : ""Ankur Kundu"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""2033244"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-21T08:11:55-07:00"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/2033244/original.jpg?1434979674"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ankur Kundu"",
  ""http://purl.org/dc/terms/references"" : ""http://www.inaturalist.org/photos/2033244"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg""
} ]","3121271",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Amphiesma stolatum","1880462041","19.422725","80.568538","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:18:06.905+0000","2018-07-11T19:50:21.938+0000","123","HUMAN_OBSERVATION","2458024","1","44","358","715","5789707","2457989","Amphiesma stolatum (Linnaeus, 1758)","Animalia","Chordata","Squamata","Natricidae","Amphiesma","Amphiesma","stolatum","SPECIES","2018-05-06T09:47:44.000+0000","200","2015","6","27","2015-06-27T15:50:00.000+0000","2018-06-17T04:47:32.000+0000","2018-07-11T19:50:52.127+0000","https://www.inaturalist.org/observations/12189584","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Ryan Rash","12189584",NA,"2015/06/27 3:50 PM CDT","iNaturalist research-grade observations","Hemalkasa, Maharashtra 442710, India","1880462041","Observations","https://www.inaturalist.org/observations/12189584","29832","12189584","Ryan Rash","https://www.inaturalist.org/observations/12189584","iNaturalist","<U+00A9> Ryan Rash some rights reserved","20:50:00Z",NA,"[ {
  ""http://purl.org/dc/terms/creator"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/17506165"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-27T15:50:09-07:00"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/17506165/original.jpg?1525599443"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""17506165"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/type"" : ""StillImage""
}, {
  ""http://purl.org/dc/terms/creator"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/17506167"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-27T15:49:45-07:00"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/17506167/original.jpg?1525599447"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""17506167"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/type"" : ""StillImage""
}, {
  ""http://purl.org/dc/terms/creator"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/17506168"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-27T15:45:35-07:00"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/17506168/original.jpg?1525599449"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""17506168"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/type"" : ""StillImage""
} ]","26662764",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Crocodylus palustris","1847451643","20.172729","79.384811","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:18:06.906+0000","2018-05-31T15:21:28.668+0000","123","HUMAN_OBSERVATION","2441350","1","44","358","704","5685","2441321","Crocodylus palustris (Lesson, 1831)","Animalia","Chordata","Crocodylia","Crocodylidae","Crocodylus","Crocodylus","palustris","SPECIES","2018-05-06T09:35:41.000+0000","30508","2015","6","18","2015-06-18T09:50:00.000+0000","2018-05-18T15:50:24.000+0000","2018-07-06T16:59:43.801+0000","https://www.inaturalist.org/observations/12189425","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Ryan Rash","12189425","Coordinate uncertainty increased to 30508m to protect threatened taxon","2015/06/18 9:50 AM CDT","iNaturalist research-grade observations","Chandrapur, IN-MH, IN","1847451643","Observations","https://www.inaturalist.org/observations/12189425","26063","12189425","Ryan Rash","https://www.inaturalist.org/observations/12189425","iNaturalist","<U+00A9> Ryan Rash some rights reserved","14:50:00Z",NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/17506105/original.jpg?1525599248"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""17506105"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-18T09:50:55-07:00"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/creator"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/17506105""
} ]","26662488",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Psammophilus dorsalis","1847450447","20.234818","79.358025","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:18:06.551+0000","2018-05-31T15:21:28.039+0000","123","HUMAN_OBSERVATION","5226018","1","44","358","715","9199","2466062","Psammophilus dorsalis (Gray, 1831)","Animalia","Chordata","Squamata","Agamidae","Psammophilus","Psammophilus","dorsalis","SPECIES","2018-05-06T04:07:30.000+0000","3213","2015","6","17","2015-06-17T08:54:00.000+0000","2018-05-06T04:33:58.000+0000","2018-07-06T17:06:16.545+0000","https://www.inaturalist.org/observations/12185524","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Ryan Rash","12185524",NA,"2015/06/17 8:54 AM CDT","iNaturalist research-grade observations","Chandrapur, Maharashtra, India","1847450447","Observations","https://www.inaturalist.org/observations/12185524","31408","12185524","Ryan Rash","https://www.inaturalist.org/observations/12185524","iNaturalist","<U+00A9> Ryan Rash some rights reserved","13:54:00Z",NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/17498589/original.jpg?1525579534"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""17498589"",
  ""http://purl.org/dc/terms/created"" : ""2015-06-17T08:54:12-07:00"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/creator"" : ""Ryan Rash"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/17498589""
} ]","26650898",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Eublepharis fuscus","1703222946","18.278961","74.157742","gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:37:55.893+0000","2018-04-16T15:53:48.988+0000","123","HUMAN_OBSERVATION","5221287","1","44","358","715","4287502","2445923","Eublepharis fuscus B<U+00F6>rner, 1974","Animalia","Chordata","Squamata","Eublepharidae","Eublepharis","Eublepharis","fuscus","SPECIES","2017-11-29T13:36:57.000+0000","3686","2015","7","18","2015-07-18T00:00:00.000+0000","2018-04-07T05:15:32.000+0000","2018-07-07T02:03:46.835+0000","https://www.inaturalist.org/observations/8976926","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Christian Langner","8976926",NA,"2015-07-18","iNaturalist research-grade observations","jejuri","1703222946","Observations","https://www.inaturalist.org/observations/8976926","34681","8976926","Christian Langner","https://www.inaturalist.org/observations/8976926","iNaturalist","<U+00A9> Christian Langner some rights reserved",NA,NA,"[ ]","19272555",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Rhabdops aquaticus","1632929375","15.955801","73.99752","gass84","c8ec7393-e187-4230-8dc5-c8f9ef544d3c","7ce8aef0-9e92-11dc-8738-b8a03c50a862","list()","7ce8aef1-9e92-11dc-8740-b8a03c50a999","DE","DWC_ARCHIVE","2017-11-16T20:44:45.359+0000","2017-09-11T07:35:32.324+0000","6","PRESERVED_SPECIMEN","9504820","1","44","358","715","6172","2453061","Rhabdops aquaticus Gower, 2017","Animalia","Chordata","Squamata","Colubridae","Rhabdops","Rhabdops","aquaticus","SPECIES",NA,"NA","2015","7","15","2015-07-15T00:00:00.000+0000",NA,"2018-07-07T09:23:17.948+0000","http://treatment.plazi.org/id/03DACA42450EE578FF3AFDE8FBD1C2C1","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Reptilia","IN","India",NA,"03DACA42450EE578FF3AFDE8FBD1C2C1.taxon",NA,NA,NA,NA,"1632929375",NA,"03DACA42450EE578FF3AFDE8FBD1C2C1.mc.3B1B7109450EE56EFF6AFC4EFA66C45A","03DACA42450EE578FF3AFDE8FBD1C2C1.taxon","NCBS-AU163","Varad B. & Swapnil Pawar & Akshay Khandekar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amboli","1","745","Maharashtra","Gower","Rhabdops aquaticus","Holotype. NCBS-AU 163 (Figs. 3, 4), mature female, collected from Amboli, Sindudurg district, Maharashtra, India (N 15.955801, E 73.997517; 745 m) by Varad B. Giri, Swapnil Pawar and Akshay Khandekar on 15. vii. 2015.","Rhabdops aquaticus","2017","HOLOTYPE","Sindudurg district","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Echis carinatus","1802687911","18.257752","74.190268","gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:38:12.673+0000","2018-08-13T08:45:37.609+0000","123","HUMAN_OBSERVATION","2443876","1","44","358","715","5024","2444094","Echis carinatus (Schneider, 1801)","Animalia","Chordata","Squamata","Viperidae","Echis","Echis","carinatus","SPECIES","2017-12-13T09:25:23.000+0000","504","2015","7","18","2015-07-18T00:00:00.000+0000","2018-08-06T05:19:27.000+0000","2018-08-13T08:45:37.640+0000","https://www.inaturalist.org/observations/9142908","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Christian Langner","9142908",NA,"2015-07-18","iNaturalist research-grade observations","Jejuri, Maharashtra, Indien","1802687911","Observations","https://www.inaturalist.org/observations/9142908","31079","9142908","Christian Langner","https://www.inaturalist.org/observations/9142908","iNaturalist","<U+00A9> Christian Langner some rights reserved",NA,NA,"[ ]","19737503",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Calotes versicolor","1633802894","16.3","80.1","cudc","e3ce628e-9683-4af7-b7a9-47eef785d3bb","17726825-3aa2-4fbc-b0e3-303d3fc5702f","list()","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2018-08-30T10:17:02.934+0000","2017-09-21T11:51:02.117+0000","57","HUMAN_OBSERVATION","9125207","1","44","358","715","9199","2466496","Calotes versicolor (Daudin, 1802)","Animalia","Chordata","Squamata","Agamidae","Calotes","Calotes","versicolor","SPECIES",NA,"NA","2015","7","22","2015-07-22T05:57:00.000+0000",NA,"2018-07-07T09:16:27.779+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India",NA,"f616cbca-91dc-4e7d-a5ce-508ac0686060",NA,NA,NA,NA,"1633802894",NA,"f616cbca-91dc-4e7d-a5ce-508ac0686060",NA,NA,"Surisha|questagame.com",NA,NA,NA,NA,"will email name",NA,NA,"questagame-9554","present",NA,NA,NA,"1","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Trimeresurus gramineus","1227719886","18.98333","73.26667","gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:24:23.205+0000","2018-01-11T08:26:31.028+0000","123","HUMAN_OBSERVATION","9732539","1","44","358","715","5024","2444915","Trimeresurus gramineus (Shaw, 1802)","Animalia","Chordata","Squamata","Viperidae","Trimeresurus","Trimeresurus","gramineus","SPECIES","2015-11-28T12:05:04.000+0000","NA","2015","8","1","2015-08-01T00:00:00.000+0000","2015-11-28T12:05:04.000+0000","2018-07-06T20:55:27.692+0000","https://www.inaturalist.org/observations/1878454","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","madhurixd","1878454",NA,"2015-08-01","iNaturalist research-grade observations",NA,"1227719886","Observations","http://www.inaturalist.org/observations/1878454","116337","1878454","madhurixd","http://www.inaturalist.org/observations/1878454","iNaturalist","<U+00A9> madhurixd some rights reserved",NA,"This is very venomous snake. This was most probable juvenile.","[ {
  ""http://purl.org/dc/terms/creator"" : ""madhurixd"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""2289086"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/created"" : ""2015-08-01T23:46:24-07:00"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/2289086/original.JPG?1440159588"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""madhurixd"",
  ""http://purl.org/dc/terms/references"" : ""http://www.inaturalist.org/photos/2289086"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg""
} ]","4473912",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Naja naja","1315086833","17.402367","78.530327","gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:28:34.588+0000","2018-01-11T08:32:17.913+0000","123","HUMAN_OBSERVATION","2470351","1","44","358","715","9455","8965840","Naja naja (Linnaeus, 1758)","Animalia","Chordata","Squamata","Elapidae","Naja","Naja","naja","SPECIES","2016-09-23T08:23:53.000+0000","63","2015","8","13","2015-08-13T00:00:00.000+0000","2017-11-06T11:55:58.000+0000","2018-07-07T16:36:04.388+0000","https://www.inaturalist.org/observations/4179945","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Chethan kumar","4179945",NA,"2015-08-13","iNaturalist research-grade observations","Osmania University","1315086833","Observations","http://www.inaturalist.org/observations/4179945","53492","4179945","Chethan kumar","http://www.inaturalist.org/observations/4179945","iNaturalist","<U+00A9> Chethan kumar some rights reserved",NA,NA,"[ {
  ""http://purl.org/dc/terms/creator"" : ""Chethan kumar"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""4978981"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/created"" : ""2015-08-13T12:29:12-07:00"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/4978981/original.jpg?1474619036"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Chethan kumar"",
  ""http://purl.org/dc/terms/references"" : ""http://www.inaturalist.org/photos/4978981"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg""
} ]","8187561",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
